,Area,Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,ShapeFactor1,Class
23,35923,684.6650000000001,229.98182987540386,199.11535866653605,36239,213.86580878092983,0.9629998237009042,0.006402077495626865,5
24,35932,688.7270000000001,242.49623023870546,188.79116159512148,36273,213.89259763120336,0.9519125165040085,0.006748754042043456,5
25,35954,710.093,251.6607689463733,182.01482191474545,36380,213.95806736696807,0.8960383862121613,0.006999520747242958,5
26,35955,683.377,242.6043169513601,188.87369212959385,36232,213.96104278805703,0.9674943583891721,0.006747443108089559,5
27,35955,693.6129999999999,253.66406288607777,180.88373754493966,36295,213.96104278805703,0.9391494500947296,0.00705504277252337,5
28,35967,684.169,231.49329479699148,197.95252371789164,36223,213.9967446142338,0.9655778496686306,0.006436269213362012,5
29,35969,704.8,222.2541533320922,206.81454601889976,36555,214.00269433953179,0.9099267593721799,0.006179047327757019,5
30,35972,685.989,233.49296872674606,196.29221158217203,36336,214.0116186173388,0.9605946096382988,0.006490964325774104,5
31,35975,685.0859999999999,235.36379237104452,194.90266966132805,36307,214.02054252301923,0.963208887967389,0.006542426473135359,5
32,35977,702.354,247.1838982123726,185.5014699929911,36371,214.02649158675885,0.916479362660125,0.006870608950506507,5
33,35978,687.586,243.53024520921974,188.4149582664382,36297,214.0294660566196,0.9562970822043936,0.006768865562544325,5
34,35996,686.723,235.34348189806929,194.80659856966264,36312,214.08299944714648,0.9591817803810493,0.006538045391100936,5
35,36000,691.429,221.69797486467172,207.23462388830407,36450,214.09489393833252,0.9462746006038977,0.006158277079574215,5
36,36006,693.059,229.38339253024947,199.92675420187877,36489,214.11273443617094,0.9419857347336319,0.006370699120431303,5
37,36013,692.4889999999999,251.2193469974759,182.6927204097825,36327,214.13354647169933,0.9437205383166793,0.006975796156873238,5
38,36022,683.433,240.3551824038649,191.07430875412683,36323,214.16030183124516,0.969138385971377,0.0066724552330205125,5
39,36029,688.635,238.66050519510193,192.5751141679225,36371,214.18110924463713,0.9547372959857102,0.00662412237905859,5
40,36032,741.973,238.76822820283184,192.4767408126396,36713,214.1900260887453,0.8224737183214886,0.006626560507405413,5
41,36036,681.481,236.17187033690863,194.55005541575156,36286,214.20191463681252,0.9750770578637318,0.00655377595562517,5
42,36044,691.115,233.58022441317493,196.66807115422984,36384,214.2256897536666,0.9482922625057684,0.0064804190548544815,5
43,36059,692.057,237.05324708256862,193.85912916605966,36417,214.27026098739233,0.946106031141815,0.0065740383006342,5
44,36075,702.685,238.1659954042711,193.08095566208206,36522,214.31779341977415,0.9181102542933074,0.006601967994574389,5
45,36076,693.745,243.52621854276308,189.1972144345256,36427,214.32076384677646,0.9419514307955499,0.006750366408214965,5
46,36082,683.7639999999999,234.15349134607652,196.33165088924943,36409,214.33858554430682,0.9698130037473851,0.006489482050498213,5
47,36085,689.809,237.31039868389047,193.8350869618133,36414,214.34749583740964,0.9529691923411027,0.006576427842147443,5
48,36092,690.636,236.30096631298065,194.6810894620507,36433,214.3682850810294,0.9508727192208236,0.006547184038373619,5
49,36100,681.5899999999999,236.75184849247827,194.34421258682886,36350,214.3920417481474,0.9764963985415546,0.006558222949930146,5
50,36104,698.492,247.96825777730464,185.6219019877653,36456,214.40391909458725,0.9299129842275188,0.006868165792635294,5
51,36105,712.899,247.7712990136734,185.70467735497084,36668,214.4068883283908,0.8927322054910996,0.006862520399215438,5
52,36109,690.918,236.91838652745312,194.40386100023687,36461,214.4187648524307,0.9505441883384584,0.006561200435554935,5
53,36109,708.201,234.77340947403985,196.36276148086483,36550,214.4187648524307,0.9047159646881882,0.0065017975982176145,5
54,36112,723.0769999999999,225.32877595434843,204.66633881869356,36709,214.42767181377548,0.8679452100880376,0.006239720202546202,5
55,36115,688.0889999999999,228.0140680094677,201.8461467277989,36464,214.43657840515547,0.9585356126617259,0.0063135558080982335,5
56,36120,683.177,229.65960220264034,200.4695549590914,36437,214.45142190210368,0.9725034080205449,0.006358239263638991,5
57,36120,682.617,225.73795489601628,203.97960592838507,36472,214.45142190210368,0.9740996920176339,0.006249666525360362,5
58,36128,690.3539999999999,241.89722623025992,190.4901445687506,36465,214.4751693604459,0.9525989383455559,0.0066955609563291605,5
59,36136,711.044,234.6393276863634,196.27783029835493,36663,214.49891418967565,0.8981667829474083,0.006493229125701887,5
60,36137,703.387,240.49365440460232,191.50257750891598,36540,214.5018821085134,0.917853323672656,0.006655053114663706,5
61,36140,693.003,236.5060994091041,194.8376484507631,36473,214.51078561864617,0.9456442428941396,0.0065441643444688466,5
62,36144,690.759,222.62023242222045,206.92003480530752,36563,214.52265639066593,0.9519036089764772,0.006159258311814421,5
63,36147,710.044,241.69602195051255,190.86823847016706,36675,214.5315590386224,0.9009726325786044,0.006686475280120412,5
64,36152,694.1999999999999,248.93547423614388,185.0490032819756,36582,214.54639596428927,0.9426988421624939,0.006885800902747949,5
65,36154,679.6959999999999,234.96809463559833,196.13597237237207,36386,214.55233044727126,0.9834149121313596,0.006499089855495888,5
66,36154,691.4789999999999,232.05728915070634,198.68015022904981,36497,214.55233044727126,0.950185124709949,0.006418578557025678,5
67,36156,687.2389999999999,238.86779059000136,193.07613684125266,36461,214.55826476611088,0.9619990591741748,0.00660658785789361,5
68,36156,683.782,238.97981067537967,192.87491789263396,36404,214.55826476611088,0.9717508147084789,0.006609686101210855,5
69,36166,684.301,238.5692528988332,193.2829525913991,36460,214.5879338986512,0.9705457064610568,0.0065965064673680586,5
70,36166,693.373,226.82992223801713,203.3922504292431,36553,214.5879338986512,0.945314870259395,0.006271910696179205,5
71,36169,685.632,238.456574182716,193.31378530959836,36452,214.59683383854036,0.9668613678222745,0.00659284398746761,5
72,36186,685.681,236.9992929267507,194.91515652301166,36484,214.6472598608857,0.9671775605802626,0.006549474739588535,5
73,36210,690.479,236.32019454324657,195.2178041591907,36567,214.7184293787104,0.9544154028446393,0.00652637930249231,5
74,36236,714.592,234.89351347451944,196.58139886997787,36704,214.79550307914585,0.8917308985598953,0.006482324579824468,5
75,36244,701.3959999999998,237.53230780150517,194.5318785543985,36667,214.81921250060765,0.9258047744337214,0.006553700137995397,5
76,36246,684.492,238.56638018425696,193.57122687550068,36557,214.82513944711104,0.972149812552053,0.006581867797391628,5
77,36253,698.598,230.52489719421646,200.53061114153442,36730,214.8458824722593,0.9334673648959072,0.006358781264839226,5
78,36253,681.763,237.31202763962247,194.78112457819407,36493,214.8458824722593,0.9801373953710246,0.0065459969558277235,5
79,36257,690.403,221.79250639088738,208.3149927148144,36639,214.85773473036244,0.955864628375084,0.006117232710673453,5
80,36261,701.08,232.4588159658658,198.92962962119853,36685,214.86958633469217,0.9270741782661591,0.006410711672757668,5
81,36265,684.1370000000001,240.9473324969239,191.89502533649232,36514,214.8814372853567,0.9736691009343029,0.006644073693559187,5
82,36272,724.509,242.87159338271175,190.57934536616057,36736,214.90217487646285,0.8683479779781376,0.006695842340723196,5
83,36278,689.9429999999999,246.5483425816633,187.74921273510085,36580,214.9199483619476,0.9576940185836509,0.006796084199285057,5
84,36299,693.838,243.741422226525,189.8014846751817,36649,214.9821439895455,0.9475199478637539,0.006714824712155293,5
85,36301,713.642,231.5127815971338,200.1100531073493,36793,214.98806644423578,0.8957104676422055,0.006377586887334613,5
86,36311,689.155,240.15117170240404,192.6197446103851,36606,215.01767627076268,0.9607585337083411,0.006613730596855059,5
87,36325,690.5799999999999,246.17017165134996,188.31032174411797,36623,215.05912317896392,0.9571665080922216,0.006776880155577425,5
88,36331,692.7769999999999,235.04849027837892,196.99075071731647,36684,215.07688369458302,0.9512623196304125,0.0064696399845415465,5
89,36336,685.99,238.13567019125378,194.47783099872967,36612,215.09168300400847,0.9703120197095472,0.006553711751190384,5
90,36340,683.8449999999999,235.80612338335547,196.76214818675675,36609,215.103521718441,0.9765161612800722,0.0064888861690521596,5
91,36343,697.705,243.40984459633725,190.96318831167653,36737,215.1124003266897,0.9381817218024968,0.006697571598281299,5
92,36345,682.374,230.78649307751277,200.74164866086375,36613,215.11831919527327,0.9808658074400679,0.006349882874604836,5
93,36349,686.8510000000001,226.51984814597367,204.81687579831885,36645,215.1301564439036,0.9682271616136202,0.0062318041251746585,5
94,36361,685.038,234.79073941157833,197.42007068825396,36669,215.1656642824669,0.9736802402033452,0.006457213481795834,5
95,36365,690.321,239.1409014156703,193.83464308891996,36680,215.17749892657037,0.9589396712570786,0.006576128184124028,5
96,36369,689.67,236.8455650320201,195.6472670410296,36716,215.1893329198107,0.9608565475911022,0.006512292475240455,5
97,36373,689.957,244.47938147298416,189.70154561194857,36684,215.2011662622953,0.9601629335207311,0.006721452216561299,5
98,36384,689.5129999999999,239.4697422767855,193.65352886065,36749,215.2337045995449,0.9616906409615653,0.006581732142611738,5
99,36393,681.9939999999999,233.83134049578157,198.33157242057663,36655,215.2603232171381,0.9832560192555918,0.0064251735360036704,5
100,36396,689.842,231.76705239334544,200.31443390013393,36785,215.26919535823276,0.9610904369805378,0.006367926486244242,5
101,36405,691.958,236.52167028495128,196.2618032809742,36738,215.29580958784032,0.9554576233983999,0.006496955645789075,5
102,36411,696.862,237.17218868379487,195.64122285596935,36825,215.313550579967,0.9422125934615552,0.006513751028090271,5
103,36421,687.4599999999999,238.69934565391856,194.4298757249949,36706,215.34311565220597,0.96842694046216,0.006553893238898398,5
104,36421,692.256,238.70345835523403,194.44872068371856,36776,215.34311565220597,0.9550547584157112,0.006554006160051455,5
105,36426,696.3009999999999,242.00509897344287,191.82601702822177,36779,215.35789666627744,0.9441202429968363,0.0066437461970417526,5
106,36439,689.312,237.3111157857188,195.70679318140867,36736,215.3963225558983,0.9637061622154128,0.006512558406809156,5
107,36443,703.908,229.651403267746,202.3781616769839,36837,215.40814452750746,0.9242557965744757,0.006301660216440633,5
108,36453,687.95,239.7786797348845,193.7050328362871,36717,215.43769661837476,0.967897547949884,0.006577748874849381,5
109,36461,694.029,242.56117650585492,192.0090373264601,36805,215.46133537270384,0.9512248865658622,0.006652619963957514,5
110,36461,695.283,239.6298858058227,194.02081669845256,36845,215.46133537270384,0.9477967563832035,0.006572224727951036,5
111,36463,695.4329999999999,239.70463702214536,193.9093326681648,36818,215.46724465606886,0.947439901502617,0.006573914297291648,5
112,36469,692.125,240.75872960124838,193.11591947838284,36766,215.4849715338558,0.9566754864175632,0.00660173653243161,5
113,36473,690.992,232.63672540634448,199.74966760032788,36858,215.496788642257,0.9599206004809535,0.006378327129831505,5
114,36474,690.0899999999999,233.84464959304685,198.80875112518234,36817,215.49974281810714,0.9624580061076836,0.006411269660389506,5
115,36481,689.4279999999999,230.61825695170307,201.73552465077051,36781,215.5204209152429,0.9644922966925157,0.006321599105060253,5
116,36496,698.972,218.3369554534332,213.03918310166668,36927,215.56472444408544,0.9387189269350097,0.005982490011328179,5
117,36518,691.304,232.86544254788112,199.74614367027343,36855,215.6296864873635,0.9602376024394946,0.006376730449309412,5
118,36520,692.007,233.33187265951443,199.5817192597158,36852,215.6355911572302,0.9583400932010246,0.006389153139636211,5
119,36527,691.8770000000001,238.31435956102013,195.39876597074692,36865,215.65625622861324,0.958884020657944,0.006524334316013364,5
120,36532,697.29,243.7966069949502,191.49353847944258,36893,215.6710157815949,0.9441835705548859,0.006673508348706619,5
121,36536,687.345,231.54174182620235,201.21178854732776,36879,215.6828226967644,0.971809873238169,0.006337358819416531,5
122,36540,710.343,239.11493957705994,195.10009030054528,37058,215.69462896563476,0.9100016857108779,0.006543922812727421,5
123,36549,694.092,239.78447997317207,194.25632798050128,36884,215.7211907081116,0.9533476169509444,0.006560630385870258,5
124,36553,691.653,231.25057519305747,201.4553835958092,36884,215.73299487724262,0.9601881910307248,0.006326445851039791,5
125,36554,698.1779999999999,247.48452657388827,188.25733938023205,36868,215.73594581860746,0.9423504708418947,0.006770381533454294,5
126,36565,691.7369999999999,242.28374476325266,192.3284920291064,36892,215.76840350996997,0.9602701513290617,0.006626110891925411,5
127,36566,694.803,245.2090877166219,190.1029227488968,36883,215.77135396707774,0.951839994390276,0.0067059314039441525,5
128,36568,691.529,241.39219315019128,193.1193048814841,36883,215.77725476026296,0.9609267370264688,0.006601186642698296,5
129,36576,687.6099999999999,230.15637443193972,202.50333717465475,36883,215.80085631950885,0.9721240881925515,0.006292551794399052,5
130,36587,705.861,248.4867776436177,187.74984870751766,36985,215.83330424942622,0.9227802487629024,0.006791668561063157,5
131,36589,698.326,241.3724332408798,193.2983034711731,37011,215.8392033489627,0.9428529847542183,0.0065968578873672355,5
132,36592,698.4989999999999,239.81216437438337,194.39871730493311,36953,215.84805169597678,0.9424632703392475,0.006553677426059887,5
133,36594,688.1229999999999,235.72605418159364,197.84065505623744,36890,215.85395039247842,0.9711528737825047,0.006441658582871335,5
134,36598,691.7779999999999,242.2988420266956,192.63727200647924,36971,215.86574730192254,0.9610228723327382,0.006620548719238636,5
135,36600,693.853,240.8547216602356,193.63501828362863,36908,215.87164551489144,0.9553357031393466,0.006580730100006437,5
136,36601,692.969,247.36222830075963,188.59059333508154,36924,215.8745945609434,0.9578008133394538,0.006758346173622569,5
137,36606,700.2289999999999,246.88718577008544,188.89145659749587,36991,215.88933918694403,0.9381708896395793,0.006744445876907759,5
138,36609,688.1229999999999,224.37255927154143,207.98200314001585,36943,215.89818547919657,0.9715509525141748,0.006128890690036369,5
139,36613,697.6579999999999,233.05020362722448,200.35356719935817,36993,215.90997997171996,0.945279027258517,0.006365231027974339,5
140,36620,688.188,236.19585396684698,197.7146380799981,36899,215.93061878344548,0.971659302650551,0.006449914089755516,5
141,36629,686.5419999999999,231.34643201348848,201.70649693720557,36913,215.95715150025543,0.9765639868079905,0.006315936334966515,5
142,36648,728.404,244.72174964200883,191.1254361290357,37297,216.01315431115358,0.8679915528426261,0.006677629055937809,5
143,36655,697.963,241.02284693233727,193.95364309451023,37023,216.0337832661072,0.9455364743000193,0.00657544255715011,5
144,36661,689.7429999999999,229.36002505238667,203.77633920433686,36979,216.05146365978592,0.9683660782329693,0.006256240284018076,5
145,36663,698.145,234.7081444232982,199.09311562703402,37092,216.05735680282973,0.9452498101284204,0.006401771388683365,5
146,36677,690.331,239.38147034983848,195.21093800999978,36981,216.0986043042656,0.9671390449258332,0.006526746199248534,5
147,36677,687.082,236.0777173463885,198.13166690310715,36958,216.0986043042656,0.9763072783799799,0.006436669229936704,5
148,36701,719.886,234.41587386250418,200.83690704849738,37415,216.16929599581252,0.8899391372699098,0.006387179473652058,5
149,36705,698.444,247.00467610885735,189.4631854860808,37077,216.18107569698174,0.9455225930161041,0.006729455826423031,5
150,36707,697.665,244.37883462298188,191.50074838579383,37074,216.18696530686952,0.9476869135908741,0.006657553998501154,5
151,36711,701.5279999999999,244.5579161784373,191.29654932704875,37042,216.19874404531714,0.9373808122620945,0.006661706741261129,5
152,36730,692.3489999999999,235.96806531963028,198.49626690805619,37038,216.25468429174552,0.9628988185531409,0.006424396006524102,5
153,36733,696.7139999999999,235.20840050643247,199.11097578655915,37081,216.26351563950107,0.9509489163667424,0.00640319060535302,5
154,36736,695.8059999999999,248.18559701483937,188.70286184843806,37023,216.272346626634,0.9535103063358563,0.006755923263687918,5
155,36738,690.192,237.93285290263927,197.05842320903392,37032,216.27823375106522,0.9691377970034395,0.006476478112652819,5
156,36740,708.7319999999999,239.51141444529108,195.929858842445,37128,216.2841207152524,0.9191469107452988,0.006519091302267041,5
157,36741,692.928,238.6154110407801,196.4650043852313,37052,216.2870641372586,0.9615782137400691,0.006494526851222887,5
158,36746,701.775,243.97109228862598,191.9849459705951,37125,216.30178064648078,0.9376141415975863,0.006639391832815163,5
159,36768,699.477,244.34699004645495,191.69754674476673,37178,216.3665213955765,0.9443500194405632,0.006645642679679475,5
160,36775,691.274,244.7388892547574,191.47991200118796,37039,216.38711666278934,0.9670793282738624,0.006655034378103532,5
161,36778,686.751,231.398456075584,202.78526912892787,37050,216.3959426058396,0.9799397429961925,0.006291762903789874,5
162,36789,687.353,237.48879469242232,197.36928433557023,37058,216.42830131769253,0.9785165647286819,0.006455429467841538,5
163,36791,699.6320000000001,245.28193559803375,191.52053206835862,37159,216.43418420007356,0.9445221043879743,0.006666900481042477,5
164,36805,699.998,236.57444527078007,198.47385297352466,37153,216.4753599003306,0.9438937007348485,0.00642778006441462,5
165,36806,692.8389999999999,243.3129110180663,192.89882746457184,37082,216.47830072208714,0.9635268767346927,0.006610686057112055,5
166,36813,691.769,243.00747297141507,193.3256032231471,37100,216.49888535587326,0.9666936868946869,0.0066011320178039025,5
167,36824,689.547,236.36141578127956,198.57726700300114,37125,216.53122868382664,0.9732246028501162,0.00641867846462306,5
168,36831,692.4899999999999,240.3522782552022,195.32687303533362,37129,216.55180828647167,0.9651534379461492,0.006525814619619402,5
169,36839,693.645,239.66612381187727,195.87266385795417,37173,216.57532543782233,0.9621508691762912,0.006505771704223167,5
170,36841,689.544,238.38848839779695,197.08274019917104,37129,216.58120432666388,0.9736823696314866,0.006470738807247277,5
171,36847,691.017,235.62074925588826,199.31102946641366,37168,216.5988400358057,0.9696936124480766,0.006394570772542901,5
172,36851,699.211,240.53715220722287,195.53654817026094,37198,216.61059637754448,0.9472020678790828,0.006527289685686219,5
173,36856,693.2729999999999,239.92745705157168,195.7341718753037,37126,216.62529090750036,0.9636281758892591,0.006509861543617638,5
174,36860,704.3219999999999,238.8886589856212,196.71001574901751,37289,216.63704581381756,0.9337329543844118,0.006480972842800358,5
175,36863,690.538,236.75422111622532,198.35879874599394,37161,216.64586157499593,0.9714610108394743,0.006422543502054237,5
176,36864,698.9150000000001,248.77811566751183,188.82613826474667,37195,216.64880008233843,0.9483389731010803,0.00674853829393207,5
177,36870,692.977,245.22846329591852,191.52879904831025,37138,216.6664302894785,0.9648179184269777,0.006651165264331937,5
178,36872,692.414,237.20610332533673,198.1927711958059,37183,216.67230670640612,0.9664399594592556,0.006433231268315707,5
179,36880,694.7049999999999,239.58275779383055,196.27472370373556,37219,216.69581078053355,0.9602845181004157,0.006496278682045297,5
180,36883,696.855,237.68661578499734,197.7173757558593,37217,216.70462415109424,0.9544457789532237,0.006444340638912164,5
181,36888,697.864,249.44492608921607,188.60302028823054,37205,216.71931230555037,0.9518168359760756,0.006762224194567775,5
182,36892,697.906,243.86068635065536,192.90208529997682,37200,216.73106211240145,0.9518054778220358,0.006610123776175197,5
183,36898,695.299,239.85941764809385,196.36856488374494,37250,216.74868562839782,0.9591123451193353,0.00650060755726852,5
184,36906,702.4119999999999,246.36820220583937,190.9485904483975,37298,216.7721814209469,0.9399894872951869,0.0066755595893849065,5
185,36911,690.768,229.5186144910767,204.91462952158741,37249,216.78686499813494,0.9720783131947827,0.006218162999947894,5
186,36917,700.833,236.92547695658902,198.7767874989929,37353,216.80448397804875,0.944511345821973,0.006417787928504185,5
187,36919,706.713,248.88400723850722,189.0083082873627,37346,216.81035665317623,0.9289099879996751,0.006741352887090854,5
188,36934,697.6080000000001,244.05359186882936,192.903767686272,37227,216.8543966472631,0.9537033413267385,0.006607829963416617,5
189,36939,695.361,241.64361040320026,195.29701330420883,37283,216.86907465789625,0.9600068674886835,0.006541693343165767,5
190,36952,696.83,242.21981633673988,194.41354475737774,37282,216.9072328371134,0.9562999517656134,0.006554985287311644,5
191,36955,708.623,241.90023967139,194.6788050264854,37410,216.91603761752597,0.9248101383659447,0.006545805430155325,5
192,36955,697.491,235.64459356831577,199.85361319779327,37319,216.91603761752597,0.9545657646731134,0.006376528035944142,5
193,36957,696.21,245.41002548429907,191.99584679591317,37260,216.92190727258833,0.9581335772020194,0.006640420637072789,5
194,36968,693.68,246.9912937284418,190.77464967680444,37213,216.95418753683805,0.9654226264775251,0.006681218722366419,5
195,36975,694.805,241.36787303421073,195.18917138786676,37252,216.9747270227172,0.9624810255153572,0.006527866748727809,5
196,36975,692.588,239.6615036217393,196.52641312142276,37239,216.9747270227172,0.9686527629781317,0.006481717474556844,5
197,36976,692.7189999999999,242.85084541461887,194.06002160580127,37264,216.97766107626694,0.9683126216215012,0.006567796554917213,5
198,36980,697.756,227.46902599799526,207.20022901169023,37374,216.98939689373375,0.9544861071922514,0.006151136452082078,5
199,36982,708.8960000000001,244.45263981385455,192.91531557200696,37558,216.9952645644503,0.9247731388340015,0.006610043800060963,5
200,36986,693.771,232.713769477169,202.59163672236417,37350,217.00699942991406,0.9656393278227199,0.00629194207205886,5
201,36988,697.8729999999999,242.5012245410616,194.49817646836013,37312,217.012866624687,0.9543725082338667,0.006556213489268455,5
202,36993,697.963,234.35381090186817,201.19272433762075,37364,217.02753391767567,0.9542553756317177,0.006335085310784964,5
203,36995,694.774,245.20670807928096,192.3369273133516,37328,217.03340055732744,0.9630875752154334,0.006628104016198972,5
204,37004,696.689,246.47410931330762,191.40563625559213,37330,217.0597984735542,0.958033353815627,0.0066607423336208955,5
205,37008,691.802,242.24709164424965,194.61444888006562,37288,217.07152985032124,0.9717215919595518,0.006545803384247991,5
206,37027,698.1129999999999,245.18132652167472,192.43787009621965,37328,217.12724523400757,0.9547220200528164,0.0066216902941549334,5
207,37031,700.842,245.13970423133125,192.4627247755492,37423,217.13897296682558,0.9474036716267842,0.006619851049967088,5
208,37039,690.6949999999999,236.01624923149978,200.05250014845126,37324,217.16242653241304,0.9756554898947667,0.006372101007897076,5
209,37043,710.832,246.1208288974447,191.8970266070555,37450,217.1741523653877,0.9212597022159189,0.006644192665211908,5
210,37047,710.5229999999999,249.18603791682898,189.47116047422034,37442,217.18587756528638,0.9221607379860883,0.00672621367227654,5
211,37049,692.49,235.95261826984944,200.1860404433301,37347,217.1917399278643,0.9708661106803201,0.00636866361493831,5
212,37053,735.0790000000001,243.11933961186793,194.37744248809094,37533,217.20346417834128,0.8617180872310567,0.006561394208616521,5
213,37068,704.024,245.36498060505798,192.52709939543806,37452,217.2474244824159,0.9397970763029044,0.006619320724211125,5
214,37074,720.1839999999999,235.53074647003643,200.75248470458286,37612,217.26500611352813,0.898239961585105,0.006352989870799925,5
215,37075,699.1789999999999,233.450953987875,202.3679044286567,37441,217.26793624705914,0.9530468984484871,0.006296721618014161,5
216,37083,704.9839999999999,237.16033876055505,199.69180268640017,37498,217.2913758928643,0.9376185783962165,0.006395392464486558,5
217,37090,693.4470000000001,242.4224979417506,194.95272477090646,37376,217.31188350899538,0.969259686818467,0.006536060877372623,5
218,37092,706.3879999999999,238.34724023053576,198.40917758344094,37492,217.31774247243746,0.9341217608478783,0.006425839540346591,5
219,37094,691.978,240.59051343030566,196.49778738260335,37364,217.3236012779241,0.9734843123480053,0.006485968443152684,5
220,37109,694.497,239.85975573306519,197.20229039876537,37419,217.36753728553202,0.9668261028287644,0.006463654524052526,5
221,37109,694.2189999999999,249.22242521833817,189.71022582687775,37369,217.36753728553202,0.96760058889899,0.00671595637765335,5
222,37114,702.7099999999999,238.44660351915692,198.39143950798763,37525,217.38218064804857,0.9444856409440593,0.006424707752307941,5
223,37117,699.991,249.51442671535642,189.77797742607825,37429,217.39096619210062,0.9519142288476486,0.006722375911721218,5
224,37135,696.823,242.78900970049636,195.13057042003538,37424,217.44367200206187,0.9610552120200172,0.006538010224868624,5
225,37138,707.7719999999999,252.25606430537616,187.5939608168799,37506,217.45245506173177,0.9316260434647278,0.006792397660223388,5
226,37152,694.797,246.69068502283292,192.21658536090763,37406,217.49343798377174,0.9671107102947684,0.006640037818228707,5
227,37164,710.014,251.92494869564143,188.17405065773775,37548,217.52856005715108,0.9263998819694829,0.0067787361074061305,5
228,37165,692.541,236.98426521346033,199.9171911696468,37477,217.53148664062937,0.9737624463141705,0.006376544200550527,5
229,37170,693.7449999999999,232.97539250251378,203.25897970927883,37485,217.546118967464,0.9705159852165042,0.006267834073244923,5
230,37177,692.0519999999999,235.08573194165908,201.57287701309025,37506,217.56660257176225,0.975453899700437,0.006323418563672676,5
231,37179,704.496,240.38358689529824,197.17924513197525,37555,217.57245467592767,0.9413486524017569,0.0064655742998816065,5
232,37187,706.995,246.09295569091353,192.84468572414787,37563,217.59586151870283,0.9349068094643478,0.006617714676927785,5
233,37189,700.2529999999999,243.34340120391332,194.9100617393086,37534,217.60171283598842,0.9530471968503692,0.0065434241631641965,5
234,37190,738.9639999999999,243.82961332688427,194.38422597852517,37707,217.60463843562871,0.8558338889154938,0.0065563219501716665,5
235,37191,698.872,234.88885106083984,201.76366629402258,37541,217.60756399593612,0.9568688966849033,0.0063157444290511105,5
236,37196,700.4849999999999,233.09920137961058,203.34569734210675,37561,217.62219120753545,0.9525952757250263,0.006266781411431621,5
237,37211,701.519,244.69685922660886,194.12859420429356,37559,217.6660669446208,0.9501722210110022,0.006575928064997147,5
238,37212,698.087,241.88610371394975,196.05636563977788,37535,217.66899167930393,0.9595636224610663,0.0065002177715239645,5
239,37220,697.179,246.03018601011996,192.88187882247377,37513,217.69238814217357,0.9622715340133878,0.006610160827783986,5
240,37225,713.7979999999999,252.81336847921958,188.52729210439898,37629,217.7070096546421,0.9181083070617477,0.006791494116298712,5
241,37227,698.145,241.32395847568054,196.7439616438663,37555,217.71285798467648,0.9597909249556966,0.006482498145853293,5
